,ID,X,Y,Speed,Acceleration
164,2,17.297,693.977,44.49,5.88
165,2,17.269,698.481,44.9,2.07
166,2,17.241,702.998,45.03,-0.08
167,2,17.212,707.502,45.01,-0.26
168,2,17.185,712,45,0
169,2,17.155,716.5,45,0
170,2,17.128,721,45,0
171,2,17.099,725.5,45,0
172,2,17.071,730,45,0
173,2,17.042,734.5,45,0
174,2,17.014,739,45,0
175,2,16.986,743.5,45,0
176,2,16.957,747.999,45,0
177,2,16.929,752.499,45,0
178,2,16.901,756.999,45,0
179,2,16.872,761.5,44.99,-0.1
180,2,16.844,765.994,45.03,0.61
181,2,16.816,770.482,45.26,3.4
182,2,16.8,774.996,45.83,7.88
183,2,16.671,779.601,46.83,11.2
184,2,16.432,784.359,48.2,11.2
185,2,16.127,789.253,49.68,11.2
186,2,15.768,794.275,50.95,11.2
187,2,15.338,799.46,51.83,6.16
188,2,14.899,804.711,52.19,0.79
189,2,14.472,809.969,52,-4.34
190,2,14.059,815.177,51.35,-8.86
191,2,13.67,820.285,50.38,-11.2
192,2,13.231,825.257,49.38,-9.47
193,2,12.774,830.123,48.63,-5.68
194,2,12.34,834.94,48.15,-3.22
195,2,11.901,839.73,47.87,-2.21
196,2,11.491,844.493,47.78,-0.19
197,2,11.159,849.243,48.01,4.3
198,2,10.939,854.036,48.63,8.59
199,2,10.804,858.929,49.52,9.99
200,2,10.834,863.946,50.39,7.74
201,2,11.005,869.055,50.9,2.99
202,2,11.328,874.193,50.96,-1.95
203,2,11.495,879.299,50.68,-4.59
204,2,11.507,884.339,50.3,-3.56
205,2,11.429,889.336,50.05,-1.22
206,2,11.463,894.329,49.94,-0.47
207,2,11.475,899.322,49.87,-0.89
208,2,11.487,904.304,49.82,-0.6
209,2,11.505,909.276,49.82,0.51
210,2,11.547,914.255,49.88,1.11
211,2,11.589,919.251,49.96,0.61
212,2,11.63,924.255,50,0
213,2,11.671,929.255,50,0
214,2,11.713,934.257,49.98,-0.28
215,2,11.755,939.251,49.98,0.13
216,2,11.796,944.233,50.16,2.76
217,2,11.837,949.237,50.64,6.8
218,2,11.845,954.315,51.43,9.64
219,2,11.833,959.508,52.33,8.97
220,2,11.772,964.811,53.01,5.07
221,2,11.607,970.17,53.27,0.21
222,2,11.37,975.515,53.22,-2.12
223,2,11.166,980.806,53.25,1.34
224,2,11.015,986.093,53.75,8.45
225,2,10.835,991.506,54.86,11.2
226,2,10.743,997.07,56.36,11.2
227,2,10.68,1002.763,57.64,10.78
228,2,10.704,1008.634,58.28,2.53
229,2,10.741,1014.518,58.29,-3.62
230,2,10.733,1020.34,57.94,-4.56
231,2,10.741,1026.104,57.51,-3.51
232,2,10.751,1031.841,57.07,-4.51
233,2,10.776,1037.529,56.64,-4.89
234,2,10.768,1043.143,56.43,-0.59
235,2,10.76,1048.736,56.73,6.61
236,2,10.721,1054.415,57.5,10.19
237,2,10.777,1060.236,58.27,6.61
238,2,10.802,1066.145,58.55,-0.85
239,2,10.828,1072.027,58.32,-5.13
240,2,10.821,1077.822,57.99,-2.81
241,2,10.83,1083.581,57.89,1.26
242,2,10.839,1089.375,57.92,0.91
243,2,10.848,1095.202,57.74,-4.13
244,2,10.895,1100.991,57.12,-9.07
245,2,10.907,1106.662,56.24,-9.29
246,2,10.874,1112.218,55.51,-5.87
247,2,10.882,1117.714,55.1,-2.06
248,2,10.891,1123.198,54.97,0.07
249,2,10.899,1128.693,54.98,0.25
250,2,10.907,1134.193,55.02,0.25
251,2,10.916,1139.697,55.03,0.12
252,2,10.924,1145.219,54.86,-2.71
253,2,10.933,1150.725,54.3,-8.02
254,2,11.003,1156.126,53.25,-11.2
255,2,10.985,1161.373,51.8,-11.2
256,2,10.912,1166.486,50.36,-11.2
257,2,10.801,1171.437,49.41,-6.54
258,2,10.561,1176.299,49.06,0.33
259,2,10.323,1181.185,49.17,3.07
260,2,10.058,1186.124,49.4,1.74
261,2,9.801,1191.085,49.51,0.09
262,2,9.545,1196.039,49.52,-0.1
263,2,9.288,1200.989,49.51,0.04
264,2,9.031,1205.947,49.45,-0.97
265,2,8.768,1210.9,49.24,-3
266,2,8.528,1215.823,48.84,-5.17
267,2,8.316,1220.689,48.29,-6.17
268,2,8.114,1225.482,47.74,-5.23
269,2,7.941,1230.215,47.33,-3.05
270,2,7.789,1234.919,47.12,-0.95
271,2,7.632,1239.618,47.06,0.1
272,2,7.475,1244.324,47.07,0.12
273,2,7.314,1249.033,47.08,0
274,2,7.154,1253.745,47.05,-0.52
275,2,6.993,1258.442,47.04,0.05
276,2,6.835,1263.125,47.25,3.44
277,2,6.65,1267.854,47.68,5.69
278,2,6.539,1272.674,47.93,1.48
279,2,6.553,1277.537,47.56,-8.39
280,2,6.643,1282.241,46.31,-11.2
281,2,6.655,1286.772,44.43,-11.2
282,2,6.656,1291.14,42.7,-11.2
283,2,6.555,1295.332,41.56,-7.63
284,2,6.504,1299.405,41.03,-1.55
285,2,6.454,1303.487,40.92,-0.09
286,2,6.403,1307.581,40.92,-0.27
287,2,6.365,1311.662,40.98,1.16
288,2,6.263,1315.753,41.19,3.1
289,2,6.382,1319.888,41.45,2.85
290,2,6.624,1324.067,41.54,-0.45
291,2,7.043,1328.245,41.32,-4.3
292,2,7.317,1332.368,40.85,-5.84
293,2,7.472,1336.414,40.37,-4.08
294,2,7.421,1340.414,40.09,-1.55
295,2,7.434,1344.404,39.99,-0.1
296,2,7.447,1348.399,39.99,0.23
297,2,7.46,1352.401,40,0
298,2,7.474,1356.401,40,0
299,2,7.487,1360.401,40,0
300,2,7.501,1364.401,40,0
301,2,7.514,1368.4,40,0
302,2,7.527,1372.401,40,0
303,2,7.54,1376.401,40,0
304,2,7.553,1380.401,40,-0.02
305,2,7.566,1384.401,40,0
306,2,7.58,1388.4,40,0
307,2,7.594,1392.402,39.98,-0.24
308,2,7.607,1396.398,39.97,-0.07
309,2,7.62,1400.381,40.1,2.03
310,2,7.633,1404.375,40.53,6.25
311,2,7.605,1408.429,41.36,10.7
312,2,7.597,1412.622,42.52,11.2
313,2,7.633,1416.93,43.71,11.2
314,2,7.689,1421.386,44.57,6.58
315,2,7.691,1425.909,45.01,1.73
316,2,7.681,1430.438,45.1,-0.74
317,2,7.672,1434.945,45.04,-0.61
318,2,7.663,1439.441,45,0
319,2,7.654,1443.941,45,0
320,2,7.646,1448.441,45,0
321,2,7.637,1452.941,45,0
322,2,7.628,1457.441,45,0
323,2,7.619,1461.941,45,0
324,2,7.61,1466.443,44.98,-0.25
325,2,7.601,1470.938,44.97,-0.06
326,2,7.592,1475.424,45.08,1.69
327,2,7.583,1479.923,45.39,4.48
328,2,7.558,1484.477,45.85,5.43
329,2,7.566,1489.107,46.2,2.47
330,2,7.555,1493.764,46.28,-1.27
331,2,7.547,1498.389,46.21,-1.35
332,2,7.538,1502.98,46.29,2.57
333,2,7.512,1507.592,46.74,6.86
334,2,7.501,1512.286,47.49,8.72
335,2,7.494,1517.079,48.35,8.61
336,2,7.485,1521.969,49.11,6.86
337,2,7.504,1526.934,49.63,3.87
338,2,7.472,1531.936,49.89,0.99
339,2,7.32,1536.941,49.94,-0.37
340,2,7.102,1541.928,49.97,0.59
341,2,6.954,1546.915,50.14,2.6
342,2,6.98,1551.933,50.44,3.82
343,2,7.143,1556.997,50.78,3.38
344,2,7.328,1562.103,51.03,1.68
345,2,7.53,1567.227,51.12,0
346,2,7.735,1572.348,51.05,-1.38
347,2,7.929,1577.455,50.85,-2.66
348,2,8.059,1582.531,50.56,-3.27
349,2,8.114,1587.569,50.26,-2.9
350,2,8.117,1592.571,50.06,-1.37
351,2,8.11,1597.549,50.1,1.82
352,2,8.113,1602.538,50.52,6.38
353,2,8.074,1607.593,51.36,10.75
354,2,8.056,1612.785,52.5,11.2
355,2,8.081,1618.093,53.63,10.69
356,2,8.126,1623.538,54.46,6.27
357,2,8.129,1629.045,54.9,2.06
358,2,8.133,1634.561,55.03,-0.07
359,2,8.136,1640.058,55.09,0.88
360,2,8.139,1645.564,55.23,2.11
361,2,8.142,1651.103,55.35,1.01
362,2,8.071,1656.655,55.35,-1.02
363,2,7.985,1662.194,55.23,-2.14
364,2,7.901,1667.701,55.07,-1.15
365,2,7.816,1673.193,54.99,0
366,2,7.731,1678.694,54.98,-0.25
367,2,7.645,1684.189,54.97,-0.07
368,2,7.56,1689.675,55.06,1.59
369,2,7.475,1695.172,55.37,4.32
370,2,7.373,1700.712,55.91,6.93
371,2,7.286,1706.328,56.66,8.26
372,2,7.195,1712.042,57.42,7.22
373,2,7.108,1717.827,58.07,5.95
374,2,7.017,1723.666,58.7,5.83
375,2,7.051,1729.569,59.24,5.46
376,2,7.08,1735.528,59.67,3.93
377,2,7.108,1741.533,59.95,1.16
378,2,7.137,1747.546,60.02,-0.27
379,2,7.165,1753.544,60,0
380,2,7.194,1759.544,60,0
381,2,7.222,1765.544,60,0
382,2,7.25,1771.544,60,0
383,2,7.279,1777.544,60,0
384,2,7.307,1783.543,60.01,0.16
385,2,7.336,1789.541,60.06,0.73
386,2,7.364,1795.538,60.23,2.51
387,2,7.374,1801.554,60.65,5.64
388,2,7.32,1807.629,61.34,8.41
389,2,7.31,1813.801,62.17,8.79
390,2,7.327,1820.074,62.93,6.73
391,2,7.292,1826.415,63.53,4.81
392,2,7.234,1832.796,64,4.38
393,2,7.194,1839.22,64.41,4.06
394,2,7.142,1845.687,64.75,3.03
395,2,6.996,1852.183,65.04,2.27
396,2,6.86,1858.697,65.3,2.7
397,2,6.881,1865.237,65.57,3.05
398,2,7.034,1871.822,65.75,1.07
399,2,7.354,1878.417,65.74,-1.32
400,2,7.676,1884.986,65.66,-1.25
401,2,7.977,1891.536,65.62,0.43
402,2,8.287,1898.088,65.71,1.9
403,2,8.562,1904.667,65.91,2
404,2,8.878,1911.271,66.1,1.77
405,2,9.137,1917.889,66.26,1.74
406,2,9.287,1924.525,66.44,1.57
407,2,9.32,1931.176,66.61,1.76
408,2,9.244,1937.846,66.78,1.78
409,2,9.11,1944.536,66.91,1.11
410,2,9.002,1951.239,66.99,0.25
411,2,8.892,1957.951,66.91,-1.53
412,2,8.782,1964.641,66.7,-2.76
413,2,8.673,1971.289,66.56,-1.17
414,2,8.568,1977.92,66.6,1.92
415,2,8.588,1984.574,66.83,3.85
416,2,8.653,1991.28,67.17,2.97
417,2,8.779,1998.018,67.45,2.24
418,2,8.956,2004.767,67.75,3.51
419,2,9.123,2011.551,68.15,4.73
420,2,9.226,2018.385,68.64,5.3
421,2,9.274,2025.278,69.15,4.92
422,2,9.263,2032.227,69.57,3.64
423,2,9.18,2039.219,69.79,1.01
424,2,9.09,2046.217,69.79,-1.23
425,2,9.006,2053.19,69.72,-0.89
426,2,8.931,2060.148,69.72,0.79
427,2,8.931,2067.115,69.81,1.72
428,2,8.931,2074.109,69.94,0.93
429,2,8.931,2081.115,70,0
430,2,8.929,2088.114,70.01,0.14
431,2,8.929,2095.115,70.02,0.18
432,2,8.958,2102.12,70.03,-0.03
433,2,8.92,2109.123,70.02,-0.21
434,2,8.921,2116.122,70.02,0
435,2,8.416,2123.121,70.02,0
436,2,8.41,2130.121,70.02,0
437,4,66.278,504.828,40.71,0
438,4,66.405,508.325,40.71,0
439,4,66.069,512.841,40.71,0
440,4,66.196,516.338,40.71,0
441,4,65.86,520.854,40.71,0
442,4,65.974,524.592,40.71,7.28
443,4,65.891,528.682,41.61,11.2
444,4,65.784,532.901,42.85,11.2
445,4,65.604,537.272,43.91,7.2
446,4,65.297,541.724,44.44,3.37
447,4,64.986,546.204,44.68,0.85
448,4,64.68,550.683,44.73,0.03
449,4,64.374,555.159,44.7,-0.46
450,4,64.094,559.639,44.56,-2.23
451,4,63.763,564.103,44.17,-5.27
452,4,63.318,568.509,43.54,-7.57
453,4,62.903,572.833,42.77,-8.38
454,4,62.549,577.073,41.88,-9.01
455,4,62.344,581.223,40.9,-10.3
456,4,62.233,585.261,39.92,-10.16
457,4,62.121,589.176,39.17,-5.81
458,4,62.062,593.02,38.92,0.89
459,4,61.987,596.887,39.17,5.02
460,4,61.943,600.829,39.6,4.48
461,4,61.88,604.829,39.92,1.75
462,4,61.819,608.843,40.02,-0.07
463,4,61.756,612.847,40.01,-0.26
464,4,61.695,616.845,40,0
465,4,61.632,620.844,40,0
466,4,61.571,624.877,39.69,-4.89
467,4,61.509,628.846,38.97,-9.41
468,4,61.447,632.67,38.46,-4.45
469,4,61.418,636.432,38.57,6.08
470,4,61.393,640.288,39.38,11.2
471,4,61.351,644.281,40.55,10.4
472,4,61.341,648.447,41.19,2.13
473,4,61.315,652.617,41.08,-4.11
474,4,61.332,656.724,40.59,-6.87
475,4,61.297,660.722,40.23,-2.14
476,4,61.234,664.675,40.48,7
477,4,61.066,668.742,41.49,11.2
478,4,60.868,672.966,42.95,11.2
479,4,60.65,677.316,44.24,11.16
480,4,60.339,681.835,45.07,5.28
481,4,60.011,686.399,45.43,1.04
482,4,59.682,690.957,45.49,-0.15
483,4,59.354,695.504,45.48,0.04
484,4,59.024,700.056,45.45,-0.54
485,4,58.685,704.611,45.28,-2.55
486,4,58.373,709.145,44.86,-5.59
487,4,58.172,713.616,44.25,-7.3
488,4,57.99,717.995,43.64,-5.66
489,4,57.857,722.314,43.19,-3.05
490,4,57.69,726.612,42.86,-2.59
491,4,57.506,730.897,42.5,-4.53
492,4,57.372,735.13,42.06,-5.14
493,4,57.239,739.286,41.79,-1.17
494,4,57.226,743.422,41.95,4.51
495,4,57.198,747.601,42.64,9.89
496,4,57.183,751.926,43.94,11.2
497,4,57.148,756.422,45.71,11.2
498,4,56.84,761.087,47.59,11.2
499,4,56.227,765.906,49.16,11.2
500,4,55.431,770.957,49.76,-0.28
501,4,54.574,775.984,48.96,-11.2
502,4,53.926,780.76,47.07,-11.2
503,4,53.543,785.364,44.88,-11.2
504,4,53.437,789.789,43.34,-9.6
505,4,53.371,793.99,42.9,2.51
506,4,53.317,798.26,43.28,6.53
507,4,53.282,802.633,43.79,4.36
508,4,53.178,807.054,44.1,1.42
509,4,53.067,811.48,44.22,0.47
510,4,52.968,815.898,44.33,1.53
511,4,52.895,820.334,44.5,2.19
512,4,52.827,824.809,44.58,0
513,4,52.74,829.297,44.31,-4.9
514,4,52.683,833.741,43.56,-10.33
515,4,52.616,838.046,42.46,-11.2
516,4,52.505,842.223,41.44,-9
517,4,52.379,846.277,40.9,-2.04
518,4,52.278,850.322,40.9,3.02
519,4,52.207,854.419,41.18,3.54
520,4,52.119,858.565,41.46,1.81
521,4,51.976,862.729,41.61,0.78
522,4,52.089,866.903,41.59,-0.62
523,4,52.351,871.079,41.34,-3.9
524,4,52.716,875.21,40.87,-6.23
525,4,52.94,879.251,40.43,-3.73
526,4,52.987,883.237,40.38,2.41
527,4,52.918,887.25,40.84,7.58
528,4,52.937,891.368,41.55,7.77
529,4,52.963,895.593,42.06,2.94
530,4,52.974,899.871,41.89,-5.68
531,4,53.001,904.064,41.05,-11.2
532,4,53.01,908.107,40.1,-9.53
533,4,53.026,912.024,39.54,-1.97
534,4,53.059,915.926,39.51,3.48
535,4,53.092,919.896,39.79,2.54
536,4,53.125,923.906,39.96,0.2
537,4,53.158,927.893,40.08,1.69
538,4,53.191,931.892,40.39,4.47
539,4,53.209,935.945,40.85,5.52
540,4,53.259,940.075,41.22,2.58
541,4,53.294,944.245,41.2,-2.83
542,4,53.345,948.371,40.83,-5.5
543,4,53.363,952.409,40.5,-2.39
544,4,53.395,956.41,40.55,3.37
545,4,53.407,960.453,41.03,7.23
546,4,53.423,964.595,41.68,6.5
547,4,53.42,968.821,42.12,2.63
548,4,53.346,973.069,42.23,-0.8
549,4,53.306,977.299,42.12,-2.09
550,4,53.306,981.487,42.04,0.06
551,4,53.379,985.661,42.28,4.56
552,4,53.484,989.89,42.89,8.01
553,4,53.575,994.226,43.56,6.62
554,4,53.692,998.658,43.83,-0.3
555,4,53.738,1003.093,43.43,-8.24
556,4,53.778,1007.413,42.46,-11.2
557,4,53.762,1011.602,41.36,-10.65
558,4,53.727,1015.655,40.53,-6.16
559,4,53.733,1019.649,40.1,-2.08
560,4,53.739,1023.633,39.97,0.05
561,4,53.745,1027.628,39.98,0.24
562,4,53.752,1031.629,40,0
563,4,53.758,1035.629,40,0
564,4,53.764,1039.631,39.98,-0.24
565,4,53.77,1043.626,39.97,-0.06
566,4,53.776,1047.613,40.07,1.61
567,4,53.782,1051.611,40.38,4.33
568,4,53.772,1055.651,40.93,7.01
569,4,53.778,1059.769,41.69,8.42
570,4,53.782,1063.989,42.43,7
571,4,53.808,1068.295,42.88,2.63
572,4,53.814,1072.632,42.88,-2.9
573,4,53.835,1076.926,42.5,-5.63
574,4,53.827,1081.132,42.12,-2.87
575,4,53.834,1085.294,42.12,2.66
576,4,53.822,1089.486,42.58,7.27
577,4,53.83,1093.77,43.34,8.51
578,4,53.837,1098.167,44,5.33
579,4,53.86,1102.629,44.23,-0.17
580,4,53.883,1107.078,44.07,-3.96
581,4,53.874,1111.46,43.81,-2.64
582,4,53.88,1115.796,43.8,2.34
583,4,53.871,1120.164,44.14,5.54
584,4,53.894,1124.61,44.61,4.48
585,4,53.901,1129.112,44.92,1.68
586,4,53.907,1133.626,45.03,-0.06
587,4,53.915,1138.129,45.03,0
588,4,53.921,1142.631,45.03,0.07
589,4,53.929,1147.145,44.93,-1.61
590,4,53.936,1151.638,44.71,-2.98
591,4,53.959,1156.107,44.35,-4.48
592,4,53.966,1160.535,43.74,-6.96
593,4,53.968,1164.883,42.99,-8.39
594,4,53.944,1169.134,42.3,-6.83
595,4,53.938,1173.294,41.91,-1.19
596,4,53.932,1177.448,41.96,3.02
597,4,53.926,1181.667,42.13,1.51
598,4,53.92,1185.916,42.03,-3.12
599,4,53.931,1190.13,41.57,-6.88
600,4,53.926,1194.246,41.01,-5.48
601,4,53.904,1198.285,40.76,0
602,4,53.882,1202.323,41.01,5.49
603,4,53.876,1206.439,41.57,6.88
604,4,53.887,1210.654,42.03,3.11
605,4,53.881,1214.904,42.12,-1.65
606,4,53.875,1219.117,41.97,-2.62
607,4,53.87,1223.271,42,2.32
608,4,53.85,1227.432,42.61,9.91
609,4,53.813,1231.753,43.84,11.2
610,4,53.874,1236.223,45.47,11.2
611,4,53.997,1240.849,47.12,11.2
612,4,54.164,1245.633,48.29,8.78
613,4,54.495,1250.571,48.65,-1.29
614,4,54.873,1255.487,48.17,-9.46
615,4,55.115,1260.27,47.16,-11.2
616,4,55.3,1264.917,46.13,-9.21
617,4,55.352,1269.456,45.42,-5.06
618,4,55.319,1273.948,45.09,-1.37
619,4,55.318,1278.438,45,0.2
620,4,55.317,1282.948,44.91,-1.46
621,4,55.316,1287.451,44.61,-4.48
622,4,55.332,1291.898,44.14,-5.54
623,4,55.316,1296.279,43.68,-4.25
624,4,55.314,1300.601,43.42,-0.79
625,4,55.298,1304.906,43.61,4.14
626,4,55.318,1309.263,44.22,8.15
627,4,55.332,1313.712,45.05,9.61
628,4,55.334,1318.276,45.9,7.64
629,4,55.329,1322.927,46.51,4.44
630,4,55.268,1327.618,46.82,1.85
631,4,55.107,1332.322,46.93,0.1
632,4,54.908,1337.019,46.95,-0.18
633,4,54.753,1341.71,46.95,0.26
634,4,54.631,1346.404,46.97,0.45
635,4,54.497,1351.106,47,0.07
636,4,54.362,1355.808,47.01,0
637,4,54.228,1360.508,47.01,0.11
638,4,54.093,1365.212,47,-0.21
639,4,53.962,1369.918,46.93,-1.14
640,4,53.827,1374.613,46.76,-2.34
641,4,53.678,1379.281,46.51,-2.91
642,4,53.508,1383.914,46.25,-2.33
643,4,53.324,1388.52,46.08,-1.13
644,4,53.136,1393.116,46.01,-0.21
645,4,52.951,1397.713,46,0.09
646,4,52.767,1402.314,46,0
647,4,52.582,1406.915,45.99,-0.15
648,4,52.397,1411.496,46.14,2.44
649,4,52.189,1416.104,46.55,5.51
650,4,52.009,1420.79,46.97,4.63
651,4,51.951,1425.529,47.24,1.07
652,4,52.003,1430.283,47.27,-1.98
653,4,52.189,1434.998,47.1,-1.36
654,4,52.403,1439.69,47.02,0.05
655,4,52.594,1444.393,47.02,-0.14
656,4,52.784,1449.094,47,-0.09
657,4,52.976,1453.793,47,0
658,4,53.166,1458.49,47.03,0.5
659,4,53.369,1463.19,47.12,1.32
660,4,53.551,1467.904,47.29,2.04
661,4,53.669,1472.64,47.5,2.36
662,4,53.732,1477.404,47.72,2.05
663,4,53.731,1482.191,47.88,1.32
664,4,53.71,1486.991,47.97,0.49
665,4,53.701,1491.795,48,-0.02
666,4,53.691,1496.595,48.01,0.1
667,4,53.681,1501.398,48,-0.18
668,4,53.672,1506.204,47.92,-1.22
669,4,53.644,1510.998,47.74,-2.42
670,4,53.675,1515.763,47.5,-2.78
671,4,53.752,1520.491,47.29,-1.51
672,4,53.886,1525.201,47.23,0.26
673,4,53.972,1529.919,47.29,1.24
674,4,53.997,1534.677,47.19,-2.25
675,4,53.966,1539.401,46.83,-5.25
676,4,53.976,1544.033,46.67,-0.71
677,4,53.928,1548.644,47.03,7.84
678,4,53.833,1553.369,47.98,11.2
679,4,53.727,1558.22,49.21,11.2
680,4,53.617,1563.236,50.07,5.69
681,4,53.552,1568.297,50.45,1.86
